src_sample_id,src_cohort,src_label_target,src_binary_label,src_tool_or_builder,src_evidence_level,src_deployment_check_status,src_training_gate,src_url_group,requested_url,scan_ok,scan_error,final_url,scheme,hostname,status_code,redirect_count,response_ms,html_bytes,html_sha256,content_type,server_header,x_powered_by,cache_control,title_len,meta_generator,meta_description_len,canonical_count,jsonld_count,og_tag_count,script_tag_count,stylesheet_count,manifest_link_count,inline_script_bytes,inline_style_bytes,html_comment_count,element_count,h1_count,button_count,form_count,class_token_count,unique_class_token_count,id_count,data_attr_count,unique_data_attr_count,hosting_lovable_app_flag,hosting_replit_app_flag,hosting_vercel_app_flag,hosting_netlify_app_flag,header_x_vercel_id_flag,header_x_nf_request_id_flag,header_cf_ray_flag,header_x_render_origin_server_flag,header_x_replit_user_id_flag,utility_class_count,utility_class_ratio,rounded_class_count,gradient_class_count,shadow_class_count,arbitrary_value_class_count,data_slot_count,data_component_id_count,same_origin_js_fetched,same_origin_css_fetched,js_bytes_scanned,css_bytes_scanned,js_sourcemap_markers,hashed_asset_name_count,asset_fetch_errors,builder_lovable_hits,builder_lovable_flag,builder_bolt_hits,builder_bolt_flag,builder_v0_hits,builder_v0_flag,builder_replit_hits,builder_replit_flag,builder_base44_hits,builder_base44_flag,tech_nextjs_hits,tech_nextjs_flag,tech_nuxt_hits,tech_nuxt_flag,tech_astro_hits,tech_astro_flag,tech_svelte_hits,tech_svelte_flag,tech_angular_hits,tech_angular_flag,tech_vue_hits,tech_vue_flag,tech_react_hits,tech_react_flag,tech_vite_hits,tech_vite_flag,tech_tanstack_start_hits,tech_tanstack_start_flag,tech_tailwind_hits,tech_tailwind_flag,tech_radix_hits,tech_radix_flag,tech_lucide_hits,tech_lucide_flag,tech_framer_motion_hits,tech_framer_motion_flag,tech_supabase_hits,tech_supabase_flag,tech_firebase_hits,tech_firebase_flag,tech_clerk_hits,tech_clerk_flag,tech_wordpress_hits,tech_wordpress_flag,tech_webflow_hits,tech_webflow_flag,tech_framer_site_hits,tech_framer_site_flag,tech_wix_hits,tech_wix_flag,tech_squarespace_hits,tech_squarespace_flag,tech_shadcn_compound_flag,robots_status,robots_bytes,robots_has_sitemap,sitemap_status,sitemap_bytes,manifest_status,manifest_bytes,resolved_ip_count,has_ipv6,tls_subject_cn,tls_issuer_org,tls_not_after,rule_score,rule_score_reasons,src_feature_source,src_snapshot_commit_sha,src_snapshot_commit_date,src_snapshot_sha256
HIS-0025,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0025,http://127.0.0.1:62429/,1,,http://127.0.0.1:62429/,http,127.0.0.1,200,0,4.62,7033,e9e3810d9fddb1cbe7f34833fc0f9fe4c54c9362ca8c4560194a0beb65054bd6,text/html,SimpleHTTP/0.6 Python/3.8.8,,,11,,0,0,0,0,0,0,0,616,4537,0,39,1,0,0,37,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,13de3e853e334330555595e6568a19fc4df38b68,2017-08-12T00:42:29+03:00,cf52ea6bd89ad132e4ddc2ab954bc0f6e6afa303bab3a0ca4b3a8a688961aa0a
HIS-0026,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0026,http://127.0.0.1:62443/,1,,http://127.0.0.1:62443/,http,127.0.0.1,200,0,4.57,122,8ac0003746b5bd6241bcf42161828fd24f930833907c7a50e3ec88e2fe7f70db,text/html,SimpleHTTP/0.6 Python/3.8.8,,,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,106,1,200,783,0,0,1,0,,,,0,,frozen_historical_snapshot,8ecfd7c0f312a420ef1ce1340082938800924373,2016-12-07T20:47:52-05:00,d339ae3f6434bf4052c4c052f792fdefd64a5707d95e9ba3afd64babeda99f77
HIS-0030,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0030,http://127.0.0.1:62457/,1,,http://127.0.0.1:62457/,http,127.0.0.1,200,0,4.03,4364,1728cd1434309db2d0eed81087f7065c3a8ac41b232a400b5bb9d944fda250a2,text/html,SimpleHTTP/0.6 Python/3.8.8,,,12,,25,0,0,0,4,2,0,0,0,9,93,3,0,0,45,22,12,9,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,722,3586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,b4cab49fa5e145504212253142e17f764e8f29da,2017-01-31T21:40:57-05:00,7a52ecd264f8ff1f542dd021bce837e83fe77eac2f82be967869d91271bffec7
HIS-0031,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0031,http://127.0.0.1:62471/,1,,http://127.0.0.1:62471/,http,127.0.0.1,200,0,3.78,7967,140dd02816fa00cc25b77785998723a0671c44708e2c17e676e576a8fcdb7827,text/html,SimpleHTTP/0.6 Python/3.8.8,,,30,,0,0,0,0,2,6,0,0,0,3,132,0,0,0,209,54,9,0,0,0,0,0,0,0,0,0,0,0,6,0.0287,0,0,6,0,0,0,0,2,0,127041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,3899eb870468946cb4b5af137b766509b7b711da,2017-02-02T21:05:58+05:30,84d9d8324fd477f3120b45aef86b9a1b322ff453d1ee8ca1ac966aaa587a12b4
HIS-0032,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0032,http://127.0.0.1:62481/,1,,http://127.0.0.1:62481/,http,127.0.0.1,200,0,3.96,13051,376e78d4f496660a89a14e67f30083730e4fc5731e3cdc5e23a8e6c38a7494b5,text/html,SimpleHTTP/0.6 Python/3.8.8,,,9,,0,0,0,0,2,4,0,347,61,26,191,1,2,1,217,78,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,a7186e4de61d3a53fd3ba4f7c126acf25f00da9c,2017-09-19T21:35:43-04:00,6125e51dec700444f17512f8ba87e42bfd70fa43e9f2e04d325e662ff23e9c66
HIS-0034,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0034,http://127.0.0.1:62500/,1,,http://127.0.0.1:62500/,http,127.0.0.1,200,0,4.3,7988,bcf64e78931d7fdc463cf599649845540c7df8fa851f21eaa90439db7e95973e,text/html,SimpleHTTP/0.6 Python/3.8.8,,,13,,0,0,0,0,3,5,0,0,0,0,109,0,0,0,136,55,6,1,1,0,0,0,0,0,0,0,0,0,1,0.0074,0,0,0,0,0,0,1,1,505,174951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,792a39322a89723dbdada2c06f13f6ee0ece89a1,2018-03-26T13:37:26-03:00,f6891747735c3875afc71d71b74dc62ac383fc3e4d5028eaae60e5b2fd03891e
HIS-0035,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0035,http://127.0.0.1:62516/,1,,http://127.0.0.1:62516/,http,127.0.0.1,200,0,4.26,35022,090164d08c33fd7b2578bb6ebf573706156161ef6cd69a4ab5650f2cd731fb54,text/html,SimpleHTTP/0.6 Python/3.8.8,,,20,,0,0,0,0,5,6,0,0,0,69,472,1,27,2,702,98,23,57,5,0,0,0,0,0,0,0,0,0,8,0.0114,0,0,0,0,0,0,1,1,1393,4324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,19a778720aad90b332bddfbd442bd5e802ce30d1,2018-04-05T10:52:25-03:00,ef469bcf5f773ee6bb7d110162e797f9bed6ebf2072509c409f29449e66faa5c
HIS-0036,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0036,http://127.0.0.1:62541/,1,,http://127.0.0.1:62541/,http,127.0.0.1,200,0,5.26,13938,4f06a9ab0acaa614f334d41de7be54208e81433d1bb1db5cce52c6b243a9975b,text/html,SimpleHTTP/0.6 Python/3.8.8,,,11,,0,0,0,0,5,7,0,0,0,31,222,0,1,0,287,82,11,0,0,0,0,0,0,0,0,0,0,0,4,0.0139,0,0,0,0,0,0,2,4,13525,44826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,d6056dd63abbf2a184df83d6a030fddc12a65ab6,2018-04-12T23:09:35-03:00,cee717bc4a04dbd52618215ea881f99ded3293c738c3cc0b8f5f62dd908063a2
HIS-0039,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0039,http://127.0.0.1:62563/,1,,http://127.0.0.1:62563/,http,127.0.0.1,200,0,4.08,17546,32368bf6dc983ad147881cb8b70c12fd7eade65b6a65ea2cb2db2f0f91240f23,text/html,SimpleHTTP/0.6 Python/3.8.8,,,26,,17,0,0,6,1,1,0,0,0,2,332,1,0,0,204,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,636,4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,f9e49e8e8bc5b82863d23a097e7065a497455ced,2019-08-23T20:25:49-04:00,80c053ecdf1695c51ff8716c1ca3083dac1b6e2ef56a2ad634054f383c330338
HIS-0040,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0040,http://127.0.0.1:62575/,1,,http://127.0.0.1:62575/,http,127.0.0.1,200,0,4.39,1003,9dd9e422412515d0697b7552dc37264f1ba1ba55270f27b1b25bd73b49c214ff,text/html,SimpleHTTP/0.6 Python/3.8.8,,,39,,0,0,0,0,0,2,0,0,182,0,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,509db76fc2d65c0e84119fe0318ed823e0daffa7,2019-09-12T18:19:57+08:00,c1c37c2a3473d828bf36e69cc965607bef7ae353934021297e1df124b0b1b339
HIS-0042,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0042,http://127.0.0.1:62587/,1,,http://127.0.0.1:62587/,http,127.0.0.1,200,0,3.81,8499,9250d0c780b01b96af0b61d51ad3896cd7593be3f53524e516c85893f82788f4,text/html,SimpleHTTP/0.6 Python/3.8.8,,,10,,0,0,0,0,5,1,0,406,0,31,79,1,0,0,47,21,6,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,117475,51090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,11fb1058ee2654c49f956b3f3c60a43033f07ff7,2020-06-27T22:35:54-05:00,ef982f7c7190d93778ce3e7c5d3c7d2bc53f4159b0ed3474ab2f1f70d01fb4ec
HIS-0043,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0043,http://127.0.0.1:62601/,1,,http://127.0.0.1:62601/,http,127.0.0.1,200,0,4.72,2661,16c97b3123d8f555aeb8fe1d5481b16c48a42f946912a8f189bfe0cadb1a0cfa,text/html,SimpleHTTP/0.6 Python/3.8.8,,,12,,0,0,0,0,2,3,0,0,0,7,33,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,2,37045,121857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,1b2d114dc2e93ca8555028c528b6a1bf2b754a9d,2016-09-27T22:06:20+02:00,19c2182de2b0edfe8998f5eb4edb3673ce6c41db2408a9831e4d7fd5a5044ff2
HIS-0046,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0046,http://127.0.0.1:62613/,1,,http://127.0.0.1:62613/,http,127.0.0.1,200,0,4.01,263,aeb387ef9ceb839926fa211b3ae80dd107aac21af7d2ab48c5ebbe618eec4b17,text/html,SimpleHTTP/0.6 Python/3.8.8,,,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,4e883bf0723271e6f2236baec8b431e080f8b387,2017-05-25T18:28:14+01:00,91f16853c334fd5f12947149f9e67da2706b1fe50519b5d5bc170834d7ff1790
HIS-0047,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0047,http://127.0.0.1:62625/,1,,http://127.0.0.1:62625/,http,127.0.0.1,200,0,5.84,11700,d815073a33c2167f7bb16248d8a9b59db177ad6127fb44d5b295e333e534a0a4,text/html,SimpleHTTP/0.6 Python/3.8.8,,,16,,0,0,0,0,5,2,0,6947,0,2,36,1,0,1,23,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0435,0,0,0,0,0,0,3,2,36025,5955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,3c6a6ac4977139a3d50f75b261ede1a580c14646,2017-06-28T20:07:52-07:00,42188488ea091063a8d8007fd0f17210cde71973348c78895399cc0ca32dc1bb
HIS-0048,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0048,http://127.0.0.1:62642/,1,,http://127.0.0.1:62642/,http,127.0.0.1,200,0,3.89,2678,2c7a45e1875c16e258d02a4b4da9773c8081d5c9df17c9c0dcfc598e66b4efb9,text/html,SimpleHTTP/0.6 Python/3.8.8,,,9,,18,0,0,0,0,4,0,389,0,1,55,1,0,0,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0,28230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,c6e7bffa4a61ac94946babfcade14602b49b5c77,2020-03-12T21:22:49+09:00,7c05f3165c242e9734724a88e23fcb73f76ba36894f800c745235fdc7dbc5c7e
HIS-0050,HUMAN_HISTORICAL,HUMAN_CONTROL,HUMAN,,HUMAN_HIST_HEAD_PRE_AI_STRONG,,,snapshot:HIS-0050,http://127.0.0.1:62660/,1,,http://127.0.0.1:62660/,http,127.0.0.1,200,0,3.96,2340,0fb3e57a3864207bced3ae604b34b95fbcb03cc545f8ec36d1625d38fdb7b386,text/html,SimpleHTTP/0.6 Python/3.8.8,,,3,,11,0,0,0,5,2,0,1223,0,5,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,,frozen_historical_snapshot,f036601a92caabbba25583bed60091a4e578eb13,2018-02-08T17:24:44+08:00,6db042415e6499dda8a842a9cef80ff4340c5e10ab79ae862cb2bfe4866ca3b9
