rank,name,url,category,subcategory,industry,design_style,color_mode,typography,hero_type,motion_level,product_ui,3d_webgl,distinctive_trait,curation_score_10,priority,tags,status,added_on,source_url,notes
607,Generative.fm,https://generative.fm,Webapp,Generative music platform,Music / Creative Technology,"Ambient, minimal, procedural",Dark,Minimal sans,Generative audio player,Low,High,Low,Algorithmic music is presented as an endless calm listening environment rather than a playlist,9.8,A,music|generative|ambient|audio|interactive,Active,2026-08-07,https://generative.fm,
608,Thisissand,https://thisissand.com,Webapp,Generative sand art,Creative / Generative Art,"Tactile, colorful, meditative",Dark,Minimal UI,Full-screen sand canvas,Medium,High,Low,A simple gesture turns the screen into layered colored sand with immediate tactile appeal,9.8,A,generative-art|drawing|color|tactile|interactive,Active,2026-08-07,https://thisissand.com,
609,Neon Flames,https://29a.ch/sandbox/2011/neonflames/,Webapp,Generative particle painter,Creative Technology,"Luminous, particle-based, painterly",Dark,No-content canvas,Full-screen particle painting,High,High,Medium,Pointer gestures create glowing nebula-like fields in real time,9.9,A,particles|generative|painting|interactive|creative-code,Active,2026-08-07,https://29a.ch/sandbox/2011/neonflames/,
610,WebGL Aquarium,https://webglsamples.org/aquarium/aquarium.html,Webapp,WebGL graphics demo,Creative Technology,"3D, simulation, benchmark-like",Dark,Utility sans,Interactive aquarium simulation,High,High,High,A classic browser benchmark that still demonstrates rich real-time scene composition and camera control,9.7,A,webgl|3d|simulation|creative-code|interactive,Active,2026-08-07,https://webglsamples.org/aquarium/aquarium.html,
611,Hakim El Hattab,https://hakim.se,Website,Creative developer portfolio,Creative Technology,"Experimental, interaction-first, playful",Dark,Minimal sans,Creative-code project archive,High,Low,Medium,A long-running reference for browser-native interaction experiments and playful UI mechanics,9.8,A,portfolio|creative-code|interactive|experimental|developer,Active,2026-08-07,https://hakim.se,
612,Inigo Quilez,https://iquilezles.org,Website,Shader / graphics archive,Creative Technology,"Technical, mathematical, generative",Dark,Technical sans + mono,Shader / graphics research archive,Medium,Low,High,"A foundational source for signed-distance fields, procedural graphics and shader-driven visual thinking",10.0,A,shader|sdf|graphics|generative|creative-code,Active,2026-08-07,https://iquilezles.org,
613,Chrome Experiments,https://experiments.withgoogle.com/collection/chrome,Webapp,Browser experiment archive,Creative Technology,"Experimental, eclectic, browser-native",Light,Google sans,Interactive experiment gallery,High,High,High,A major archive of projects that treat the browser as a creative medium,9.9,A,chrome|experiments|interactive|creative-code|webgl,Active,2026-08-07,https://experiments.withgoogle.com/collection/chrome,
614,AI Experiments,https://experiments.withgoogle.com/collection/ai,Webapp,AI experiment archive,AI / Creative Technology,"Experimental, playful, machine-learning-led",Light,Google sans,Interactive AI experiment gallery,High,High,Medium,A broad collection of AI concepts made tangible through playful interaction rather than dashboards,9.9,A,ai|experiments|interactive|creative-code|machine-learning,Active,2026-08-07,https://experiments.withgoogle.com/collection/ai,
615,Teachable Machine,https://teachablemachine.withgoogle.com,Webapp,Machine-learning creative tool,AI / Education,"Friendly, immediate, camera-driven",Light,Google sans,Live model-training interface,High,High,Low,"Machine learning becomes understandable through direct manipulation, camera input and instant feedback",10.0,A,ai|machine-learning|camera|interactive|education,Active,2026-08-07,https://teachablemachine.withgoogle.com,
616,AutoDraw,https://www.autodraw.com,Webapp,AI-assisted drawing tool,AI / Creative,"Minimal, sketch-led, playful",Light,Friendly sans,Drawing canvas / AI suggestions,Medium,High,Low,"Rough gestures turn into polished pictograms through a tiny, intuitive interaction loop",9.8,A,ai|drawing|creative|interactive|minimal,Active,2026-08-07,https://www.autodraw.com,
617,Shared Piano,https://musiclab.chromeexperiments.com/Shared-Piano/,Webapp,Collaborative music instrument,Music / Creative,"Minimal, colorful, multiplayer",Light,Friendly sans,Shared piano roll,High,High,Low,A collaborative instrument makes remote musical interaction instantly visible,9.8,A,music|multiplayer|interactive|sound|creative,Active,2026-08-07,https://musiclab.chromeexperiments.com/Shared-Piano/,
618,Song Maker,https://musiclab.chromeexperiments.com/Song-Maker/,Webapp,Music composition experiment,Music / Education,"Grid-based, colorful, playful",Light,Friendly sans,Interactive note grid,Medium,High,Low,Composition becomes a visual grid anyone can understand in seconds,9.9,A,music|grid|interactive|education|colorful,Active,2026-08-07,https://musiclab.chromeexperiments.com/Song-Maker/,
619,Kandinsky,https://musiclab.chromeexperiments.com/Kandinsky/,Webapp,Drawing-to-sound experiment,Music / Creative,"Illustrated, sound-reactive, playful",Light,Friendly sans,Drawing / sound canvas,High,High,Low,"Sketches immediately become animated musical objects, fusing drawing and sound",9.9,A,music|drawing|sound|interactive|playful,Active,2026-08-07,https://musiclab.chromeexperiments.com/Kandinsky/,
620,Spectrogram,https://musiclab.chromeexperiments.com/Spectrogram/,Webapp,Sound visualization experiment,Music / Science,"Scientific, colorful, sound-reactive",Dark,Friendly sans,Live frequency visualization,High,High,Low,Sound becomes a highly legible visual surface through real-time frequency analysis,9.8,A,sound|data-visualization|music|interactive|science,Active,2026-08-07,https://musiclab.chromeexperiments.com/Spectrogram/,
621,Rhizome Net Art Anthology,https://anthology.rhizome.org,Blog,Digital art archive,Arts & Culture,"Archival, web-native, curatorial",Light,Editorial sans,Net-art archive / reconstructed works,Medium,Medium,Low,Internet art is preserved and contextualized as a living digital-history collection,9.9,A,net-art|archive|culture|digital-art|editorial,Active,2026-08-07,https://anthology.rhizome.org,
622,Whitney Artport,https://whitney.org/artport,Blog,Digital art portal,Arts & Culture,"Museum editorial, digital-native, experimental",Light,Editorial sans,Digital-art exhibition portal,Medium,Medium,Medium,A museum context that treats browser-native artworks as first-class exhibition objects,9.8,A,museum|digital-art|net-art|experimental|culture,Active,2026-08-07,https://whitney.org/artport,
623,New Art City,https://newart.city,Webapp,Virtual exhibition platform,Arts & Culture,"Spatial, user-built, 3D, gallery-led",Dark,Minimal sans,Navigable virtual exhibitions,High,High,High,Artists create and publish walkable browser-based exhibition spaces without a game engine,9.9,A,art|3d|virtual-gallery|webgl|interactive,Active,2026-08-07,https://newart.city,
624,Feral File,https://feralfile.com,Website,Digital art gallery,Arts & Culture,"Gallery-like, refined, digital-native",Dark,Refined sans,Curated digital-art exhibitions,Medium,Medium,Medium,Digital artworks are framed with the restraint and pacing of a premium physical gallery,9.8,A,digital-art|gallery|curation|minimal|culture,Active,2026-08-07,https://feralfile.com,
625,Art Blocks,https://www.artblocks.io,Webapp,Generative art platform,Arts & Culture,"Generative, gallery-led, algorithmic",Dark,Modern sans,Generative art collection browser,Medium,High,Medium,Code-generated artworks are treated as collectible visual systems rather than static images,9.8,A,generative-art|algorithmic|gallery|interactive|digital-art,Active,2026-08-07,https://www.artblocks.io,
626,fxhash,https://fxhash.xyz,Webapp,Generative art platform,Arts & Culture,"Experimental, generative, community-led",Dark,Modern sans,Generative art discovery grid,Medium,High,Medium,A broad community of generative systems makes the platform a constant source of visual experimentation,9.8,A,generative-art|community|algorithmic|interactive|digital-art,Active,2026-08-07,https://fxhash.xyz,
627,Verse,https://verse.works,Website,Digital art gallery,Arts & Culture,"Minimal, premium, curatorial",Light,Refined sans,Curated digital-art exhibitions,Low,Medium,Low,Exceptional restraint allows generative and digital artworks to remain the visual center,9.7,A,digital-art|gallery|minimal|curation|art,Active,2026-08-07,https://verse.works,
628,oncyber,https://oncyber.io,Webapp,3D virtual worlds,Arts & Culture / Web3,"Spatial, gallery-like, real-time 3D",Dark,Modern sans,Navigable 3D worlds,High,High,High,Users can enter browser-native 3D spaces as easily as opening a normal website,9.9,A,3d|virtual-world|webgl|gallery|interactive,Active,2026-08-07,https://oncyber.io,
629,Rijksstudio,https://www.rijksmuseum.nl/en/rijksstudio,Webapp,Museum collection explorer,Arts & Culture,"Museum editorial, image-rich, exploratory",Light,Editorial sans,Artwork collection / personal boards,Medium,High,Low,A vast museum collection becomes a visual discovery and remix environment,9.8,A,museum|art|archive|visual-search|interactive,Active,2026-08-07,https://www.rijksmuseum.nl/en/rijksstudio,
630,Wellcome Collection,https://wellcomecollection.org,Blog,Museum / cultural collection,Arts & Culture,"Editorial, humane, image-rich",Light,Editorial serif + sans,Stories / collection objects,Low,Medium,Low,"Medicine, culture and human experience are organized through excellent editorial design",9.6,A,museum|editorial|culture|archive|storytelling,Active,2026-08-07,https://wellcomecollection.org,
631,Eye Filmmuseum,https://www.eyefilm.nl/en,Website,Film museum,Film / Culture,"Cinematic editorial, image-led",Mixed,Editorial sans,Film / exhibition imagery,Medium,Low,Low,Film heritage and contemporary programming are held together by a strong cinematic identity,9.6,A,film|museum|editorial|cinematic|culture,Active,2026-08-07,https://www.eyefilm.nl/en,
632,Europeana,https://www.europeana.eu/en,Webapp,European cultural archive,Arts & Culture,"Collection-led, editorial, exploratory",Light,Modern sans,Cultural object search / exhibitions,Low,High,Low,Millions of cultural objects become searchable through a visually approachable archival interface,9.5,A,archive|culture|museum|search|editorial,Active,2026-08-07,https://www.europeana.eu/en,
633,EarthTime,https://earthtime.org,Webapp,Planetary data explorer,Climate / Data,"Map-led, temporal, scientific",Dark,Utility sans,Time-based Earth data map,High,High,Medium,Large environmental datasets become explorable as time-based planetary change,10.0,A,climate|map|timelapse|data-visualization|interactive,Active,2026-08-07,https://earthtime.org,
634,Show Your Stripes,https://showyourstripes.info,Website,Climate visualization,Climate / Data,"Ultra-minimal, color-only, data-driven",Light,Minimal sans,Climate warming stripes,Low,Medium,Low,Decades of climate data are compressed into a single instantly readable visual pattern,9.9,A,climate|data-visualization|color|minimal|science,Active,2026-08-07,https://showyourstripes.info,
635,Map of Life,https://mol.org,Webapp,Biodiversity mapping,Science / Biology,"Map-led, ecological, data-rich",Light,Utility sans,Species / biodiversity map,Medium,High,Low,Global biodiversity data becomes a layered geographic exploration tool,9.7,A,biology|map|data-visualization|science|interactive,Active,2026-08-07,https://mol.org,
636,Light Pollution Map,https://www.lightpollutionmap.info,Webapp,Environmental map,Science / Geography,"Dark, luminous, geospatial",Dark,Utility sans,Global light-pollution map,Medium,High,Low,Artificial light becomes a striking planetary visual layer and exploration interface,9.7,A,map|light|data-visualization|science|interactive,Active,2026-08-07,https://www.lightpollutionmap.info,
637,Spotify Loud & Clear,https://loudandclear.byspotify.com,Website,Music economics explainer,Music / Data,"Editorial data story, bold, interactive",Mixed,Bold Spotify sans,Interactive music-economics narrative,Medium,High,Low,"Creator economics are communicated with unusually polished charts, storytelling and visual rhythm",9.8,A,music|data-visualization|editorial|interactive|storytelling,Active,2026-08-07,https://loudandclear.byspotify.com,
638,Pinterest Predicts,https://business.pinterest.com/pinterest-predicts/,Website,Trend report experience,Culture / Data,"Trend-led, colorful, editorial",Mixed,Bold display sans,Interactive trend-report modules,Medium,Medium,Low,A corporate trend report is turned into a fashion/editorial discovery experience,9.7,A,trends|editorial|colorful|data|culture,Active,2026-08-07,https://business.pinterest.com/pinterest-predicts/,
639,Google Year in Search,https://trends.withgoogle.com/year-in-search/,Website,Annual cultural data story,Data / Culture,"Editorial data, emotional, visual",Mixed,Google sans,Annual search / cultural narrative,Medium,Medium,Low,Search data is translated into an annual cultural story with strong visual pacing,9.8,A,data|culture|editorial|storytelling|trends,Active,2026-08-07,https://trends.withgoogle.com/year-in-search/,
640,Climate TRACE,https://climatetrace.org,Webapp,Emissions data explorer,Climate / Data,"Map-driven, scientific, high-density",Dark,Modern sans,Global emissions map,Medium,High,Low,Planet-scale emissions become geographically searchable down to specific sources,9.9,A,climate|map|data-visualization|interactive|science,Active,2026-08-07,https://climatetrace.org,
641,Global Forest Watch,https://www.globalforestwatch.org,Webapp,Forest monitoring platform,Climate / Data,"Map-led, layered, environmental",Light,Modern sans,Interactive forest-change map,Medium,High,Low,Satellite and environmental data become a practical exploration interface for global forest change,9.8,A,climate|forest|map|data-visualization|interactive,Active,2026-08-07,https://www.globalforestwatch.org,
642,Coperni,https://coperni.com,Website,Fashion commerce,Luxury / Fashion,"Future-fashion, minimal, art-directed",Light,Modern sans,Campaign / collection world,Medium,Low,Medium,Technology-aware fashion art direction gives commerce a distinctly futuristic visual tone,9.7,A,fashion|futuristic|editorial|luxury|commerce,Active,2026-08-07,https://coperni.com,
643,Ottolinger,https://ottolinger.com,Website,Fashion commerce,Luxury / Fashion,"Raw experimental, subcultural, image-led",Light,Expressive sans,Collection / campaign imagery,Medium,Low,Low,A deliberately unconventional visual language avoids standard luxury-commerce polish,9.7,A,fashion|experimental|subculture|editorial|commerce,Active,2026-08-07,https://ottolinger.com,
644,Diesel,https://diesel.com,Website,Fashion commerce,Fashion / Culture,"Bold, provocative, campaign-heavy",Mixed,Bold display sans,Campaign / collection modules,Medium,Low,Low,"The brand's provocative visual identity carries through photography, copy and high-impact merchandising",9.6,A,fashion|bold|campaign|culture|commerce,Active,2026-08-07,https://diesel.com,
645,Palace Skateboards,https://www.palaceskateboards.com,Website,Streetwear / skate culture,Fashion / Culture,"Raw, utilitarian, subcultural",Light,Utilitarian sans,Drop / product interface,Low,Low,Low,A deliberately blunt interface reinforces rather than dilutes the brand's skate-culture identity,9.5,A,fashion|streetwear|skate|subculture|anti-design,Active,2026-08-07,https://www.palaceskateboards.com,
646,Kiko Kostadinov,https://kikokostadinov.com,Website,Fashion brand,Luxury / Fashion,"Conceptual, editorial, image-led",Light,Minimal sans,Collection / archive imagery,Low,Low,Low,Fashion imagery and unusual composition are allowed to carry most of the interface,9.7,A,fashion|conceptual|editorial|minimal|image-led,Active,2026-08-07,https://kikokostadinov.com,
647,Martine Rose,https://martine-rose.com,Website,Fashion brand,Fashion / Culture,"Subcultural editorial, bold, idiosyncratic",Mixed,Expressive sans,Campaign / product archive,Medium,Low,Low,A distinctive London fashion identity translates into an intentionally non-generic digital presence,9.7,A,fashion|subculture|editorial|bold|culture,Active,2026-08-07,https://martine-rose.com,
648,Devialet,https://www.devialet.com,Website,Luxury audio,Technology / Audio,"Sculptural luxury, glossy, acoustic-tech",Dark,Refined sans,Speaker / product cinema,High,Medium,High,Audio hardware is presented more like futuristic sculpture than consumer electronics,9.9,A,audio|luxury|sculptural|product|3d|technology,Active,2026-08-07,https://www.devialet.com,
649,Teenage Engineering OP-XY,https://teenage.engineering/products/op-xy,Website,Music hardware product page,Music Technology,"Industrial playful, dense, tactile",Light,Technical sans,Hardware / workflow storytelling,Medium,Medium,Low,A complex music workstation is made visually irresistible through precise industrial-design presentation,9.9,A,music|hardware|industrial|product|playful,Active,2026-08-07,https://teenage.engineering/products/op-xy,
650,Ableton Move,https://www.ableton.com/en/move/,Website,Music hardware launch,Music Technology,"Product-led, tactile, creator-focused",Dark,Ableton sans,Music hardware / workflow story,High,Medium,Medium,"A compact music device is explained through real creative workflows, motion and strong product photography",9.8,A,music|hardware|product|motion|creative,Active,2026-08-07,https://www.ableton.com/en/move/,
651,Hearst Exhibit 2026,https://www.hollywoodexhibit2026.com,Website,Interactive photography exhibition,Editorial / Culture,"Paper-like WebGL, editorial, gallery-led",Light,Editorial serif + sans,Interactive photography exhibition,High,Low,High,Magazine photography is staged as a tactile browser exhibition with paper-like motion,9.9,A,editorial|photography|webgl|gallery|interactive|microsite,Active,2026-08-07,https://www.hollywoodexhibit2026.com,Awwwards SOTD 2026
652,Spotify Wrapped Party,https://wrapped-party.activetheory.dev,Webapp,Multiplayer music experience,Music / Entertainment,"Data-driven, playful, multiplayer, 3D",Mixed,Spotify-style sans,Multiplayer Wrapped party,High,High,High,Personal music data becomes a shared multiplayer party with rankings and visual awards,10.0,A,music|multiplayer|data|webgl|interactive|campaign,Active,2026-08-07,https://wrapped-party.activetheory.dev,Active Theory / Spotify experimental experience
653,Art Here 2025 — Shadows,https://artprize-shadows.com,Website,Virtual art exhibition,Arts & Culture,"Museum-like, immersive, 3D, sound-led",Dark,Refined sans,Interactive virtual exhibition,High,Low,High,A physical art exhibition becomes an atmospheric explorable 3D gallery,10.0,A,art|museum|3d|webgl|sound|virtual-exhibition,Active,2026-08-07,https://artprize-shadows.com,Awwwards SOTD 2026
654,The Spark,https://spark.thedigitalpanda.com,Website,Interactive 3D story,Creative Technology,"Narrative, spatial, technical, cinematic",Dark,Minimal sans,Interactive 3D landscape,High,Low,High,"A small digital story unfolds through a navigable spatial landscape, sound and cables",9.9,A,3d|webgl|storytelling|sound|cinematic|microsite,Active,2026-08-07,https://spark.thedigitalpanda.com,Awwwards SOTD 2026
655,The House of Wonders,https://150years.audemarspiguet.com,Website,Luxury anniversary experience,Luxury / Watches,"Playful luxury, interactive, archival, 3D",Mixed,Luxury serif + sans,150-year interactive house,High,Medium,High,Brand history becomes a house of interactive rooms instead of a linear timeline,10.0,A,luxury|watch|anniversary|3d|interactive|storytelling,Active,2026-08-07,https://150years.audemarspiguet.com,Audemars Piguet 150-year digital experience
656,Messenger by Abeto,https://messenger.abeto.co,Webapp,Interactive character experience,Creative / Entertainment,"Game-like, character-led, spatial",Mixed,Bold display sans,Character-driven interactive world,High,High,High,Navigation uses characters and NPC-like interactions rather than ordinary menus,9.9,A,game|characters|3d|interactive|unusual-navigation,Active,2026-08-07,https://messenger.abeto.co,Awwwards SOTD 2026
657,Paris by Emily,https://www.parisbyemily.com,Website,Interactive travel / culture experience,Travel / Culture,"Playful editorial, Parisian, discovery-led",Light,Editorial sans,Choose-your-experience city interface,High,Medium,Medium,The site turns Paris discovery into a playful personality-driven browsing experience,9.8,A,travel|editorial|interactive|discovery|culture|microsite,Active,2026-08-07,https://www.parisbyemily.com,Awwwards SOTD 2026
658,Der Baukasten,https://www.der-baukasten.com,Webapp,Interactive toy configurator,Product / Design,"Tactile 3D, modular, playful",Light,Modern sans,3D magnetic construction set,High,High,High,A physical magnetic toy becomes an interactive real-time 3D construction experience,10.0,A,toy|3d|shader|webgl|configurator|interactive,Active,2026-08-07,https://www.der-baukasten.com,Custom GLSL/WebGL product experience
659,OHZIVERSE,https://ohziverse.com,Website,Fantasy interactive world,Entertainment / Creative,"Fantasy, cinematic, explorable 3D",Dark,Fantasy display type,Navigable fantasy world,High,High,High,A browser site behaves like entering a fantasy universe rather than opening a webpage,10.0,A,fantasy|3d|webgl|game|immersive|interactive,Active,2026-08-07,https://ohziverse.com,Award-level real-time experience
660,Dynamic Infinity,https://dynamicinfinity.global.ntt,Website,Generative AI art experience,AI / Art,"Generative, futuristic, immersive",Dark,Minimal futuristic sans,AI-generated interactive artwork,High,Medium,High,AI and interaction generate a continuously changing visualization of future society,10.0,A,ai|generative-art|webgl|interactive|future|digital-art,Active,2026-08-07,https://dynamicinfinity.global.ntt,NTT interactive generative art project
661,Spatial Festival,https://spatial-festival.com,Website,Spatial audio festival experience,Music / Culture,"Sound-led, 3D, experimental, typographic",Dark,Experimental display sans,Spatial audio / 3D festival world,High,Low,High,"Spatial sound, GLSL visuals and festival identity merge into a browser-native experience",9.9,A,music|sound|3d|glsl|webgl|experimental,Active,2026-08-07,https://spatial-festival.com,Berlin spatial sound festival
662,LMI: The Vincent van Gogh Experience,https://elimar.lmigroupintl.com,Website,Interactive editorial feature,Arts & Culture,"Painterly, emotional, animated, editorial",Mixed,Editorial serif + sans,Interactive Van Gogh narrative,High,Low,Medium,"Art history is transformed into a moving, sensory editorial experience",10.0,A,art|van-gogh|editorial|animation|storytelling|microsite,Active,2026-08-07,https://elimar.lmigroupintl.com,4× Webby-recognized experience
663,Synthetic Theatre,https://www.synthetictheatre.com,Website,Digital art / theatre experience,Arts & Culture,"Synthetic, cinematic, motion-first",Dark,Experimental display sans,Animated digital theatre,High,Low,High,The entire page behaves like a continuously evolving stage set,10.0,A,digital-art|motion|webgl|theatre|experimental|interactive,Active,2026-08-07,https://www.synthetictheatre.com,Webby winner for visual design
664,Home of the Brave,https://homeofthebrave.longlead.com,Blog,Interactive editorial investigation,Editorial / Journalism,"Long-form, illustrated, multimedia, cinematic",Mixed,Editorial serif + sans,Interactive long-form feature,High,Medium,Low,"Journalism is layered with illustration, media and interaction instead of being a standard article",9.9,A,journalism|editorial|interactive|multimedia|storytelling,Active,2026-08-07,https://homeofthebrave.longlead.com,2025 Webby Winner
665,Intrusion Project — Radio Alice,https://intrusionproject.com,Website,Interactive activism / audio project,Culture / Activism,"Audio-led, archival, rebellious, experimental",Dark,Raw editorial type,Interactive pirate-radio story,High,Medium,Medium,Political history and sound are presented as an explorable pirate-radio environment,9.9,A,audio|activism|archive|interactive|culture|storytelling,Active,2026-08-07,https://intrusionproject.com,2026 Webby Winner
666,WWF Blue Corridors,https://bluecorridors.org,Webapp,Whale migration visualization,Climate / Data,"Oceanic, map-led, scientific, emotional",Dark,Modern sans,Interactive whale corridor globe/map,High,High,Medium,Migration data becomes a visual ocean journey connecting science and conservation,10.0,A,whales|climate|map|data-visualization|interactive|science,Active,2026-08-07,https://bluecorridors.org,2026 Webby Best Data Visualization
667,Searching for Birds,https://searchingforbirds.visualcinnamon.com,Website,Interactive data story,Nature / Data,"Elegant, data-driven, illustrated, exploratory",Light,Editorial sans,Interactive bird-search visualization,High,High,Low,"Data exploration feels poetic through movement, color and detailed visual storytelling",10.0,A,birds|data-visualization|interactive|nature|editorial,Active,2026-08-07,https://searchingforbirds.visualcinnamon.com,2026 Webby People's Voice
668,Energy Profits,https://energy-profits.org,Website,Interactive climate investigation,Climate / Data,"Investigative, data-led, dark, editorial",Dark,Editorial sans,Interactive fossil-fuel profit story,High,High,Low,Corporate climate data becomes a visually forceful investigative narrative,9.9,A,climate|data-visualization|editorial|interactive|investigation,Active,2026-08-07,https://energy-profits.org,Award-recognized climate data project
669,The Plotline,https://theplotline.org,Website,Interactive media-analysis experience,Culture / Data,"Editorial, data-led, story-driven",Mixed,Editorial sans,Interactive narrative / data interface,Medium,High,Low,Media narratives and cultural patterns become explorable instead of simply described,9.8,A,culture|data|editorial|interactive|storytelling,Active,2026-08-07,https://theplotline.org,Webby-recognized data/editorial experience
670,Google — Our AI Journey,https://ai.google/our-ai-journey/,Website,Interactive technology timeline,AI / Technology,"Historical, interactive, editorial, technical",Light,Google Sans,AI milestone timeline,High,Medium,Low,Decades of AI research are turned into an interactive visual timeline rather than a corporate history page,9.8,A,ai|timeline|interactive|history|technology|editorial,Active,2026-08-07,https://ai.google/our-ai-journey/,Google interactive AI history
671,Spotify — 10 Years of Wrapped,https://ourcasestudy.byspotify.com/wrapped-10year,Website,Interactive retrospective,Music / Data,"Data-rich, colorful, editorial, playful",Mixed,Spotify-style sans,Ten-year Wrapped visual story,High,Medium,Low,A decade of cultural data is turned into a highly visual retrospective,9.9,A,music|data|editorial|colorful|storytelling|retrospective,Active,2026-08-07,https://ourcasestudy.byspotify.com/wrapped-10year,Webby-recognized Spotify experience
672,Apple Music 100 Best Albums,https://100best.music.apple.com/us,Website,Music editorial experience,Music / Editorial,"Premium, album-art-led, cinematic",Dark,Apple sans,Top-100 album countdown,High,Medium,Medium,"Album art, motion and editorial hierarchy create a premium digital music publication",10.0,A,music|editorial|album-art|cinematic|interactive,Active,2026-08-07,https://100best.music.apple.com/us,Apple Music special experience
673,Teyana Taylor — Escape Room,https://www.teyanataylor.com/escaperoom/,Webapp,Interactive music campaign,Music / Entertainment,"Room-based, puzzle-like, cinematic",Dark,Bold display type,Interactive escape-room world,High,High,High,An album/artist campaign becomes a room-based digital game,10.0,A,music|game|escape-room|3d|interactive|campaign,Active,2026-08-07,https://www.teyanataylor.com/escaperoom/,Interactive artist launch experience
674,Taylor Swift — All the Stars Aligned,https://allthestarsaligned.com,Website,Interactive search / music campaign,Music / Culture,"Star-map, data-led, poetic",Dark,Refined display sans,Constellation-like interactive experience,High,Medium,Medium,Search history and songwriting are framed as an elegant constellation-like digital experience,9.9,A,music|data|constellation|interactive|campaign|storytelling,Active,2026-08-07,https://allthestarsaligned.com,Google/Taylor Swift search campaign
675,Half of the Journal,https://halfof8.com,Website,Net-art zine,Arts & Culture,"Net-art, zine-like, experimental, graphic",Mixed,Experimental editorial type,Interactive digital zine,High,Medium,Medium,"A publication behaves like net art, pushing beyond ordinary editorial scrolling",10.0,A,net-art|zine|experimental|editorial|interactive|digital-art,Active,2026-08-07,https://halfof8.com,2025 Webby Winner — NetArt
676,Into the Amazon,https://www.nationalgeographic.com/into-the-amazon/,Website,Interactive expedition story,Nature / Editorial,"Cinematic, scroll-driven, documentary, immersive",Dark,National Geographic editorial type,Amazon expedition journey,High,Medium,Medium,"A 4,000-mile scientific expedition becomes a cinematic scroll-based river journey",10.0,A,nature|documentary|scroll|interactive|cinematic|storytelling,Active,2026-08-07,https://www.nationalgeographic.com/into-the-amazon/,2025 Webby winner for moving image
677,Bear 71 VR,https://bear71vr.nfb.ca/,Webapp,Interactive VR documentary,Nature / Documentary,"Surveillance-grid, VR, eerie, spatial",Dark,Minimal technical sans,Interactive wildlife surveillance world,High,High,High,The viewer inhabits a surveillance network while hearing the tracked bear's story,10.0,A,documentary|vr|nature|surveillance|interactive|webgl,Active,2026-08-07,https://bear71vr.nfb.ca/,NFB interactive documentary
678,The Quipu Project,https://interactive.quipu-project.com/,Website,Interactive oral-history archive,Human Rights / Documentary,"Audio-led, archival, emotional, tactile",Dark,Editorial sans,Interactive testimony / knot archive,High,High,Low,"Phone-recorded testimonies become a tactile, explorable digital memorial",10.0,A,documentary|audio|archive|human-rights|interactive|storytelling,Active,2026-08-07,https://interactive.quipu-project.com/,Award-winning oral-history project
679,Apollo 11 in Real Time,https://apolloinrealtime.org/11/,Webapp,Real-time historical replay,Space / History,"Mission-control, archival, timeline-driven",Dark,Technical mono + sans,Synchronized mission dashboard,High,High,Low,Thousands of hours of media are synchronized into a second-by-second historical replay,10.0,A,space|history|timeline|audio|video|interactive,Active,2026-08-07,https://apolloinrealtime.org/11/,Apollo mission archive
680,Apollo 13 in Real Time,https://apolloinrealtime.org/13/,Webapp,Real-time historical replay,Space / History,"Mission-control, archival, suspenseful",Dark,Technical mono + sans,Synchronized mission dashboard,High,High,Low,"The failed lunar mission unfolds through synchronized telemetry, audio, images and transcripts",10.0,A,space|history|timeline|audio|interactive|archive,Active,2026-08-07,https://apolloinrealtime.org/13/,Apollo mission archive
681,Apollo 17 in Real Time,https://apolloinrealtime.org/17/,Webapp,Real-time historical replay,Space / History,"Mission-control, archival, documentary",Dark,Technical mono + sans,Synchronized mission dashboard,High,High,Low,The final Apollo lunar mission becomes an immersive time machine built from archival media,10.0,A,space|history|timeline|archive|interactive|audio,Active,2026-08-07,https://apolloinrealtime.org/17/,Apollo mission archive
682,Adventures With Anxiety,https://ncase.me/anxiety/,Webapp,Interactive story / game,Mental Health / Education,"Illustrated, narrative, playful, emotional",Light,Hand-drawn friendly type,Interactive dialogue game,Medium,High,Low,"You literally play as anxiety, making a complex emotional topic understandable through interaction",10.0,A,game|illustration|mental-health|storytelling|interactive,Active,2026-08-07,https://ncase.me/anxiety/,Nicky Case interactive story
683,To Build a Better Ballot,https://ncase.me/ballot/,Webapp,Interactive civic explainer,Education / Society,"Illustrated, simulation-led, playful",Light,Friendly sans,Playable voting simulations,Medium,High,Low,Voting systems become intuitive through direct manipulation instead of abstract explanation,9.9,A,simulation|civic|education|interactive|illustration,Active,2026-08-07,https://ncase.me/ballot/,Nicky Case explorable
684,Sight & Light,https://ncase.me/sight-and-light/,Webapp,Interactive optics explainer,Science / Education,"Geometric, simulation-led, minimal",Dark,Friendly sans,Interactive ray-casting simulation,High,High,Low,Lighting and line-of-sight concepts are learned by manipulating the geometry directly,9.9,A,science|simulation|geometry|interactive|education,Active,2026-08-07,https://ncase.me/sight-and-light/,Nicky Case explorable
685,Coming Out Simulator 2014,https://ncase.me/cos/,Webapp,Interactive autobiographical story,Culture / LGBTQ+,"Illustrated, dialogue-led, intimate",Light,Pixel / hand-drawn type,Interactive autobiographical conversation,Medium,High,Low,A deeply personal story is told through choice-driven dialogue rather than passive reading,9.9,A,storytelling|game|lgbtq|interactive|autobiographical,Active,2026-08-07,https://ncase.me/cos/,Nicky Case interactive narrative
